# MISSION PROFILE DATA
# Timestamp: 2026-06-18 19:23:51
# Deep Target: 2.50 m
# Shallow Target: 0.40 m
# Profile Count: 2
# Arrival Tolerance: 0.15 m
# Hold Duration: 30 s
# PID: P=28.00, I=0.05, D=12.50
# Neutral ADC: 2048
# Bounds: 200 to 3900
# Depth Offset: 0.000 m
# ------------------------------------------
Time (s),Depth (m),Pressure (kPa),Actuator (ADC),Target (ADC),State
0.00,-0.000,101.32,3909,1887,2
0.13,-0.001,101.32,3896,1911,2
0.17,-0.000,101.32,3857,1931,2
0.25,0.000,101.33,3803,1945,2
0.36,-0.000,101.32,3749,1955,2
0.46,-0.000,101.32,3698,1962,2
0.56,-0.001,101.32,3644,1966,2
0.66,0.000,101.33,3594,1970,2
0.77,0.001,101.33,3551,1972,2
0.87,-0.000,101.32,3502,1974,2
0.95,0.001,101.33,3452,1975,2
1.06,-0.000,101.32,3402,1976,2
1.17,0.000,101.33,3353,1976,2
1.38,-0.000,101.32,3302,1977,2
1.38,-0.000,101.32,3252,1977,2
1.50,0.000,101.33,3200,1977,2
1.63,0.001,101.33,3150,1977,2
1.67,-0.000,101.32,3098,1977,2
1.77,-0.001,101.32,3048,1977,2
1.87,0.000,101.33,2999,1977,2
1.96,-0.001,101.32,2954,1977,2
2.06,-0.001,101.32,2911,1977,2
2.16,-0.001,101.31,2871,1977,2
2.40,-0.001,101.32,2828,1977,2
2.40,0.000,101.33,2787,1977,2
2.49,-0.000,101.32,2742,1978,2
2.67,-0.000,101.32,2697,1978,2
2.67,0.000,101.33,2649,1978,2
2.76,0.000,101.33,2601,1978,2
2.86,0.000,101.33,2558,1978,2
2.96,0.001,101.34,2516,1978,2
3.07,0.000,101.33,2471,1978,2
3.17,-0.000,101.32,2421,1977,2
3.39,0.001,101.33,2375,1977,2
3.39,-0.001,101.31,2329,1977,2
3.63,0.001,101.33,2282,1977,2
3.63,0.000,101.33,2234,1978,2
3.65,0.000,101.33,2189,1977,2
3.76,0.001,101.33,2148,1977,2
3.86,0.000,101.33,2110,1978,2
3.96,0.001,101.34,2076,1977,2
4.07,-0.000,101.32,2041,1978,2
4.17,-0.000,101.32,2007,1977,2
4.41,0.001,101.33,1988,1977,2
4.41,-0.000,101.32,1980,1977,2
4.51,-0.000,101.32,1979,1977,2
4.69,0.001,101.34,1978,1977,2
4.69,0.001,101.33,1979,1977,2
4.78,0.001,101.34,1979,1978,2
4.86,0.000,101.33,1977,1978,2
4.96,0.002,101.34,1978,1977,2
5.07,0.002,101.35,1978,1978,2
5.17,0.002,101.35,1977,1978,2
5.27,0.002,101.35,1976,1978,2
5.37,0.004,101.37,1977,1978,2
5.46,0.004,101.37,1977,1978,2
5.56,0.005,101.37,1976,1978,2
5.66,0.004,101.37,1977,1978,2
5.77,0.006,101.38,1975,1978,2
5.94,0.007,101.40,1976,1978,2
6.02,0.007,101.40,1975,1978,2
6.19,0.009,101.41,1976,1978,2
6.19,0.009,101.42,1976,1978,2
6.27,0.010,101.42,1975,1978,2
6.38,0.010,101.43,1975,1978,2
6.46,0.011,101.44,1976,1978,2
6.56,0.012,101.45,1976,1978,2
6.66,0.014,101.47,1976,1978,2
6.77,0.015,101.48,1977,1978,2
6.92,0.016,101.49,1976,1978,2
7.02,0.018,101.51,1977,1978,2
7.16,0.019,101.51,1976,1978,2
7.16,0.020,101.52,1976,1978,2
7.27,0.021,101.54,1976,1978,2
7.37,0.023,101.56,1976,1978,2
7.47,0.024,101.56,1976,1978,2
7.58,0.025,101.58,1976,1978,2
7.66,0.026,101.58,1975,1978,2
7.76,0.028,101.61,1975,1978,2
8.04,0.032,101.64,1976,1978,2
8.05,0.032,101.65,1976,1978,2
8.11,0.033,101.66,1975,1979,2
8.27,0.036,101.69,1976,1979,2
8.27,0.036,101.69,1976,1979,2
8.37,0.038,101.71,1976,1979,2
8.48,0.039,101.72,1975,1979,2
8.56,0.041,101.74,1976,1979,2
8.66,0.043,101.75,1976,1979,2
8.76,0.044,101.77,1976,1979,2
8.93,0.047,101.80,1976,1979,2
9.02,0.049,101.82,1976,1979,2
9.18,0.054,101.87,1975,1979,2
9.18,0.053,101.86,1977,1979,2
9.26,0.055,101.88,1976,1979,2
9.36,0.057,101.90,1976,1979,2
9.47,0.060,101.93,1976,1979,2
9.57,0.061,101.95,1976,1979,2
9.67,0.064,101.97,1976,1979,2
9.77,0.067,102.00,1976,1980,2
9.93,0.070,102.03,1976,1980,2
10.02,0.072,102.05,1976,1980,2
10.17,0.075,102.08,1977,1980,2
10.17,0.075,102.08,1975,1980,2
10.28,0.079,102.12,1975,1980,2
10.38,0.081,102.14,1975,1980,2
10.46,0.083,102.16,1976,1980,2
10.57,0.084,102.18,1976,1980,2
10.67,0.087,102.20,1975,1980,2
10.77,0.090,102.23,1976,1980,2
10.97,0.096,102.29,1977,1980,2
10.97,0.096,102.29,1976,1980,2
11.09,0.098,102.32,1977,1981,2
11.21,0.102,102.35,1977,1981,2
11.27,0.104,102.37,1975,1981,2
11.37,0.108,102.41,1976,1981,2
11.48,0.109,102.43,1977,1981,2
11.58,0.113,102.47,1976,1981,2
11.68,0.116,102.50,1976,1981,2
11.76,0.119,102.52,1976,1981,2
11.87,0.121,102.55,1977,1981,2
12.09,0.129,102.62,1978,1981,2
12.09,0.129,102.62,1977,1981,2
12.20,0.131,102.65,1977,1982,2
12.34,0.136,102.70,1976,1982,2
12.38,0.137,102.70,1976,1982,2
12.48,0.140,102.74,1977,1982,2
12.57,0.143,102.76,1976,1982,2
12.67,0.146,102.80,1977,1982,2
12.77,0.149,102.83,1977,1982,2
12.92,0.154,102.88,1977,1982,2
12.99,0.157,102.91,1977,1982,2
13.14,0.162,102.96,1977,1982,2
13.17,0.164,102.98,1977,1983,2
13.27,0.166,103.00,1977,1983,2
13.37,0.170,103.04,1978,1983,2
13.47,0.173,103.07,1977,1983,2
13.58,0.176,103.10,1977,1983,2
13.68,0.180,103.15,1978,1983,2
13.76,0.183,103.17,1978,1983,2
13.91,0.189,103.23,1978,1983,2
14.01,0.193,103.27,1978,1983,2
14.17,0.199,103.34,1977,1983,2
14.17,0.198,103.32,1978,1983,2
14.31,0.204,103.38,1978,1983,2
14.39,0.207,103.41,1978,1984,2
14.54,0.212,103.46,1978,1984,2
14.58,0.214,103.49,1978,1984,2
14.67,0.216,103.50,1978,1984,2
14.77,0.221,103.55,1978,1984,2
14.87,0.224,103.59,1978,1984,2
14.98,0.228,103.63,1978,1984,2
15.08,0.232,103.67,1977,1984,2
15.18,0.236,103.71,1977,1984,2
15.27,0.240,103.75,1977,1985,2
15.37,0.244,103.79,1977,1985,2
15.47,0.248,103.82,1978,1985,2
